feature,dataset,target,stance,source,t_pvalue,u_pvalue,cohens_d,cliffs_delta,cohen_strength,cliff_strength,distributions_normal,preferred_effect,preferred_strength,significant
hedge_N_count,covid,ALL,FAVOR,overall,0.3825,0.5431,-0.2979,-0.0643,small,negligible,False,Cliff's delta,negligible,no
C_ratio,covid,ALL,FAVOR,overall,0.9722,0.6258,-0.0101,-0.0621,small,negligible,False,Cliff's delta,negligible,no
D_ratio,covid,ALL,FAVOR,overall,0.0013,0.0767,0.4538,0.1429,medium,negligible,False,Cliff's delta,negligible,yes
E_ratio,covid,ALL,FAVOR,overall,0.2161,0.5655,0.2135,0.04,small,negligible,False,Cliff's delta,negligible,no
I_ratio,covid,ALL,FAVOR,overall,0.3299,0.0652,-0.4812,-0.05,medium,negligible,False,Cliff's delta,negligible,no
N_ratio,covid,ALL,FAVOR,overall,0.3963,0.5182,-0.2708,-0.0686,small,negligible,False,Cliff's delta,negligible,no
word_count,covid,ALL,NONE,overall,0.0002,0.0,-0.6985,-0.4593,medium,medium,False,Cliff's delta,medium,yes
sentence_count,covid,ALL,NONE,overall,0.0001,0.0,-1.1173,-0.4846,large,large,False,Cliff's delta,large,yes
avg_word_length,covid,ALL,NONE,overall,0.0,0.0001,0.6911,0.4256,medium,medium,False,Cliff's delta,medium,yes
std_word_length,covid,ALL,NONE,overall,0.0,0.0001,0.8038,0.4384,large,medium,False,Cliff's delta,medium,yes
type_token_ratio,covid,ALL,NONE,overall,0.0288,0.0633,-0.3647,-0.2082,medium,small,False,Cliff's delta,small,yes
hapax_legomena,covid,ALL,NONE,overall,0.1664,0.065,-0.2482,-0.2069,small,small,False,Cliff's delta,small,no
stopword_ratio,covid,ALL,NONE,overall,0.0,0.0,-0.8975,-0.4951,large,large,False,Cliff's delta,large,yes
punctuation_density,covid,ALL,NONE,overall,0.0,0.0,0.8769,0.4781,large,large,False,Cliff's delta,large,yes
noun_ratio,covid,ALL,NONE,overall,0.0,0.0001,0.7505,0.4397,large,medium,False,Cliff's delta,medium,yes
verb_ratio,covid,ALL,NONE,overall,0.0,0.0,-0.6844,-0.4685,medium,medium,False,Cliff's delta,medium,yes
adj_ratio,covid,ALL,NONE,overall,0.656,0.1171,-0.0662,-0.174,small,small,False,Cliff's delta,small,no
adv_ratio,covid,ALL,NONE,overall,0.2197,0.0015,-0.1721,-0.3261,small,small,False,Cliff's delta,small,yes
pronoun_ratio,covid,ALL,NONE,overall,0.043,0.0061,-0.3544,-0.2928,medium,small,False,Cliff's delta,small,yes
avg_dependency_depth,covid,ALL,NONE,overall,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,covid,ALL,NONE,overall,0.0,0.0001,-0.7097,-0.4535,large,medium,False,Cliff's delta,medium,yes
punctuation_usage,covid,ALL,NONE,overall,0.0011,0.0,-0.7551,-0.5143,large,large,False,Cliff's delta,large,yes
readability_score,covid,ALL,NONE,overall,0.0,0.0035,0.6705,0.3274,medium,small,False,Cliff's delta,small,yes
sentence_length_variation,covid,ALL,NONE,overall,0.0,0.0,-0.9788,-0.5596,large,large,False,Cliff's delta,large,yes
subordinate_clause_ratio,covid,ALL,NONE,overall,0.0105,0.0005,-0.5305,-0.3514,medium,medium,False,Cliff's delta,medium,yes
sentiment_polarity,covid,ALL,NONE,overall,0.3985,0.3577,0.2243,0.0933,small,negligible,False,Cliff's delta,negligible,no
sentiment_subjectivity,covid,ALL,NONE,overall,0.0,0.0,-0.8301,-0.4783,large,large,False,Cliff's delta,large,yes
anger,covid,ALL,NONE,overall,0.2444,0.9473,-0.2895,0.0076,small,negligible,False,Cliff's delta,negligible,no
joy,covid,ALL,NONE,overall,0.0,0.0,0.6111,0.4733,medium,medium,False,Cliff's delta,medium,yes
fear,covid,ALL,NONE,overall,0.0064,0.0022,-0.606,-0.3438,medium,medium,False,Cliff's delta,medium,yes
sadness,covid,ALL,NONE,overall,0.6236,0.0842,-0.1051,0.1938,small,small,False,Cliff's delta,small,no
disgust,covid,ALL,NONE,overall,0.1707,0.1354,0.1551,0.1676,small,small,False,Cliff's delta,small,no
surprise,covid,ALL,NONE,overall,0.001,0.0,0.4738,0.5047,medium,large,False,Cliff's delta,large,yes
certainty_adverbs_count,covid,ALL,NONE,overall,0.0481,0.0078,-0.5987,-0.1764,medium,small,False,Cliff's delta,small,yes
certainty_verbs_count,covid,ALL,NONE,overall,0.0571,0.0432,-0.4895,-0.17,medium,small,False,Cliff's delta,small,yes
certainty_adjectives_count,covid,ALL,NONE,overall,0.6281,0.3353,-0.0874,-0.0628,small,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,covid,ALL,NONE,overall,0.0068,0.0,-0.7351,-0.3072,large,small,False,Cliff's delta,small,yes
doubt_verbs_count,covid,ALL,NONE,overall,0.158,0.4961,0.1336,0.0144,small,negligible,False,Cliff's delta,negligible,no
doubt_adjectives_count,covid,ALL,NONE,overall,0.4232,0.5088,-0.2049,-0.0375,small,negligible,False,Cliff's delta,negligible,no
hedges_score,covid,ALL,NONE,overall,0.0009,0.0,-1.0125,-0.3181,large,small,False,Cliff's delta,small,yes
hedge_C_count,covid,ALL,NONE,overall,0.0,0.0,-1.1121,-0.6106,large,large,False,Cliff's delta,large,yes
hedge_D_count,covid,ALL,NONE,overall,0.2466,0.1066,-0.315,-0.0621,medium,negligible,False,Cliff's delta,negligible,no
hedge_E_count,covid,ALL,NONE,overall,0.1002,0.0096,-0.5115,-0.0996,medium,negligible,False,Cliff's delta,negligible,yes
hedge_I_count,covid,ALL,NONE,overall,0.3248,0.0416,-0.4012,-0.0303,medium,negligible,False,Cliff's delta,negligible,yes
hedge_N_count,covid,ALL,NONE,overall,0.0727,0.0007,-0.6774,-0.1543,medium,small,False,Cliff's delta,small,yes
C_ratio,covid,ALL,NONE,overall,0.013,0.0,0.7915,0.2902,large,small,False,Cliff's delta,small,yes
D_ratio,covid,ALL,NONE,overall,0.3944,0.1131,-0.1794,-0.061,small,negligible,False,Cliff's delta,negligible,no
E_ratio,covid,ALL,NONE,overall,0.2219,0.0101,-0.2416,-0.099,small,negligible,False,Cliff's delta,negligible,yes
I_ratio,covid,ALL,NONE,overall,0.3248,0.0416,-0.4012,-0.0303,medium,negligible,False,Cliff's delta,negligible,yes
N_ratio,covid,ALL,NONE,overall,0.0643,0.0007,-0.714,-0.1543,large,small,False,Cliff's delta,small,yes
word_count,covid,face_masks,AGAINST,target,0.8906,0.9436,-0.0915,0.0267,small,negligible,True,Cohen's d,small,no
sentence_count,covid,face_masks,AGAINST,target,0.7074,1.0,-0.3169,-0.0067,medium,negligible,True,Cohen's d,medium,no
avg_word_length,covid,face_masks,AGAINST,target,0.0209,0.0089,-1.5401,-0.7467,large,large,True,Cohen's d,large,yes
std_word_length,covid,face_masks,AGAINST,target,0.0504,0.0187,-1.1791,-0.6533,large,large,True,Cohen's d,large,yes
type_token_ratio,covid,face_masks,AGAINST,target,0.9961,0.9249,-0.0028,-0.0333,small,negligible,True,Cohen's d,small,no
hapax_legomena,covid,face_masks,AGAINST,target,0.8258,0.7593,-0.1061,-0.0933,small,negligible,True,Cohen's d,small,no
stopword_ratio,covid,face_masks,AGAINST,target,0.0187,0.005,1.8172,0.8,large,large,True,Cohen's d,large,yes
punctuation_density,covid,face_masks,AGAINST,target,0.14,0.0771,-0.892,-0.5067,large,large,False,Cliff's delta,large,no
noun_ratio,covid,face_masks,AGAINST,target,0.0966,0.038,-1.1615,-0.5933,large,large,False,Cliff's delta,large,yes
verb_ratio,covid,face_masks,AGAINST,target,0.611,0.4649,0.3028,0.2133,medium,small,True,Cohen's d,medium,no
adj_ratio,covid,face_masks,AGAINST,target,0.8507,1.0,0.1,0.0067,small,negligible,True,Cohen's d,small,no
adv_ratio,covid,face_masks,AGAINST,target,0.0,0.0065,1.3246,0.7733,large,large,False,Cliff's delta,large,yes
pronoun_ratio,covid,face_masks,AGAINST,target,0.0634,0.0519,0.8776,0.5533,large,large,False,Cliff's delta,large,no
avg_dependency_depth,covid,face_masks,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,covid,face_masks,AGAINST,target,0.0069,0.0016,2.1402,0.9,large,large,True,Cohen's d,large,yes
punctuation_usage,covid,face_masks,AGAINST,target,0.6505,0.7592,-0.3166,0.0933,medium,negligible,False,Cliff's delta,negligible,no
readability_score,covid,face_masks,AGAINST,target,0.0705,0.0161,-1.3994,-0.6867,large,large,False,Cliff's delta,large,yes
sentence_length_variation,covid,face_masks,AGAINST,target,0.2206,0.2199,0.6352,0.3533,medium,medium,True,Cohen's d,medium,no
subordinate_clause_ratio,covid,face_masks,AGAINST,target,0.4165,0.981,0.2442,-0.0133,small,negligible,False,Cliff's delta,negligible,no
sentiment_polarity,covid,face_masks,AGAINST,target,0.3704,0.4134,0.3932,0.2333,medium,small,False,Cliff's delta,small,no
sentiment_subjectivity,covid,face_masks,AGAINST,target,0.5842,0.448,-0.2561,-0.22,small,small,False,Cliff's delta,small,no
anger,covid,face_masks,AGAINST,target,0.3091,0.0855,0.5031,0.4933,medium,large,False,Cliff's delta,large,no
joy,covid,face_masks,AGAINST,target,0.0287,0.0216,0.4489,0.64,medium,large,False,Cliff's delta,large,yes
fear,covid,face_masks,AGAINST,target,0.0805,0.0216,-1.2348,-0.64,large,large,False,Cliff's delta,large,yes
sadness,covid,face_masks,AGAINST,target,0.5636,0.0767,0.2389,0.5067,small,large,False,Cliff's delta,large,no
disgust,covid,face_masks,AGAINST,target,0.1643,0.002,0.2779,0.8133,small,large,False,Cliff's delta,large,yes
surprise,covid,face_masks,AGAINST,target,0.0061,0.0249,0.5769,0.6267,medium,large,False,Cliff's delta,large,yes
certainty_adverbs_count,covid,face_masks,AGAINST,target,0.0089,0.249,0.5462,0.2333,medium,small,False,Cliff's delta,small,yes
certainty_verbs_count,covid,face_masks,AGAINST,target,0.0002,0.061,0.8311,0.4667,large,medium,False,Cliff's delta,medium,yes
certainty_adjectives_count,covid,face_masks,AGAINST,target,0.5697,0.7281,0.2352,0.0933,small,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,covid,face_masks,AGAINST,target,0.6659,0.5946,0.2018,0.1333,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,covid,face_masks,AGAINST,target,0.4549,0.1596,-0.7203,-0.1667,large,small,False,Cliff's delta,small,no
doubt_adjectives_count,covid,face_masks,AGAINST,target,0.7736,0.8718,0.1301,0.04,small,negligible,False,Cliff's delta,negligible,no
hedges_score,covid,face_masks,AGAINST,target,0.0067,0.2514,0.5692,0.2333,medium,small,False,Cliff's delta,small,yes
hedge_C_count,covid,face_masks,AGAINST,target,0.8681,0.9812,0.1006,0.0133,small,negligible,False,Cliff's delta,negligible,no
hedge_D_count,covid,face_masks,AGAINST,target,0.1608,0.5979,0.2803,0.0667,small,negligible,False,Cliff's delta,negligible,no
hedge_E_count,covid,face_masks,AGAINST,target,0.5481,0.3559,-0.469,-0.1333,medium,negligible,False,Cliff's delta,negligible,no
hedge_I_count,covid,face_masks,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,covid,face_masks,AGAINST,target,0.2313,0.5981,0.2381,0.0667,small,negligible,False,Cliff's delta,negligible,no
C_ratio,covid,face_masks,AGAINST,target,0.7396,0.9462,-0.1236,-0.02,small,negligible,False,Cliff's delta,negligible,no
D_ratio,covid,face_masks,AGAINST,target,0.1702,0.5981,0.274,0.0667,small,negligible,False,Cliff's delta,negligible,no
E_ratio,covid,face_masks,AGAINST,target,0.5557,0.3822,-0.4487,-0.1267,medium,negligible,False,Cliff's delta,negligible,no
I_ratio,covid,face_masks,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
N_ratio,covid,face_masks,AGAINST,target,0.2142,0.5981,0.2473,0.0667,small,negligible,False,Cliff's delta,negligible,no
word_count,covid,face_masks,FAVOR,target,0.2301,0.1109,0.6857,0.4013,medium,medium,False,Cliff's delta,medium,no
sentence_count,covid,face_masks,FAVOR,target,0.3342,0.1192,0.4815,0.3816,medium,medium,False,Cliff's delta,medium,no
avg_word_length,covid,face_masks,FAVOR,target,0.6222,0.7749,-0.2886,-0.0789,small,negligible,True,Cohen's d,small,no
std_word_length,covid,face_masks,FAVOR,target,0.9575,0.621,0.0292,0.1316,small,negligible,True,Cohen's d,small,no
type_token_ratio,covid,face_masks,FAVOR,target,0.9185,0.811,-0.0529,-0.0658,small,negligible,True,Cohen's d,small,no
hapax_legomena,covid,face_masks,FAVOR,target,0.9836,0.9154,-0.0109,-0.0329,small,negligible,True,Cohen's d,small,no
stopword_ratio,covid,face_masks,FAVOR,target,0.6014,0.71,-0.239,-0.0987,small,negligible,True,Cohen's d,small,no
punctuation_density,covid,face_masks,FAVOR,target,0.3584,0.3807,-0.4083,-0.2237,medium,small,False,Cliff's delta,small,no
noun_ratio,covid,face_masks,FAVOR,target,0.7126,0.8943,0.1393,0.0395,small,negligible,False,Cliff's delta,negligible,no
verb_ratio,covid,face_masks,FAVOR,target,0.5996,0.8734,0.2746,0.0461,small,negligible,True,Cohen's d,small,no
adj_ratio,covid,face_masks,FAVOR,target,0.1953,0.159,-0.6993,-0.3553,medium,medium,True,Cohen's d,medium,no
adv_ratio,covid,face_masks,FAVOR,target,0.1345,0.1441,-0.8875,-0.3684,large,medium,True,Cohen's d,large,no
pronoun_ratio,covid,face_masks,FAVOR,target,0.7578,1.0,0.1292,0.0066,small,negligible,True,Cohen's d,small,no
avg_dependency_depth,covid,face_masks,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,covid,face_masks,FAVOR,target,0.4072,0.4731,-0.3664,-0.1842,medium,small,True,Cohen's d,medium,no
punctuation_usage,covid,face_masks,FAVOR,target,0.7283,0.6903,0.1724,-0.1053,small,negligible,False,Cliff's delta,negligible,no
readability_score,covid,face_masks,FAVOR,target,0.7999,0.7701,0.1253,0.0789,small,negligible,False,Cliff's delta,negligible,no
sentence_length_variation,covid,face_masks,FAVOR,target,0.0194,0.0331,0.9496,0.5329,large,large,True,Cohen's d,large,yes
subordinate_clause_ratio,covid,face_masks,FAVOR,target,0.0174,0.0359,0.932,0.5132,large,large,False,Cliff's delta,large,yes
sentiment_polarity,covid,face_masks,FAVOR,target,0.5807,0.5379,-0.1946,-0.1579,small,small,False,Cliff's delta,small,no
sentiment_subjectivity,covid,face_masks,FAVOR,target,0.0589,0.0925,0.8542,0.4211,large,medium,False,Cliff's delta,medium,no
anger,covid,face_masks,FAVOR,target,0.519,0.3603,0.2748,0.2368,small,small,False,Cliff's delta,small,no
joy,covid,face_masks,FAVOR,target,0.1693,0.5845,0.3915,-0.1447,medium,negligible,False,Cliff's delta,negligible,no
fear,covid,face_masks,FAVOR,target,0.4321,0.5147,0.3309,0.1711,medium,small,False,Cliff's delta,small,no
sadness,covid,face_masks,FAVOR,target,0.4025,0.1626,-0.507,-0.3553,medium,medium,False,Cliff's delta,medium,no
disgust,covid,face_masks,FAVOR,target,0.1786,0.9379,0.3797,0.0263,medium,negligible,False,Cliff's delta,negligible,no
surprise,covid,face_masks,FAVOR,target,0.1208,0.1469,-1.1227,-0.3684,large,medium,False,Cliff's delta,medium,no
certainty_adverbs_count,covid,face_masks,FAVOR,target,0.6495,0.6324,0.1856,0.1053,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,covid,face_masks,FAVOR,target,0.4679,0.8282,0.251,0.0526,small,negligible,False,Cliff's delta,negligible,no
certainty_adjectives_count,covid,face_masks,FAVOR,target,0.15,0.1078,-0.7536,-0.3553,large,medium,False,Cliff's delta,medium,no
doubt_adverbs_count,covid,face_masks,FAVOR,target,0.3426,0.5473,0.3393,0.1382,medium,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,covid,face_masks,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
doubt_adjectives_count,covid,face_masks,FAVOR,target,0.8315,0.8631,0.0892,0.0329,small,negligible,False,Cliff's delta,negligible,no
hedges_score,covid,face_masks,FAVOR,target,0.8154,0.7047,0.0964,0.0789,small,negligible,False,Cliff's delta,negligible,no
hedge_C_count,covid,face_masks,FAVOR,target,0.263,0.1106,0.6468,0.4013,medium,medium,False,Cliff's delta,medium,no
hedge_D_count,covid,face_masks,FAVOR,target,0.3506,0.1443,-0.6682,-0.125,medium,negligible,False,Cliff's delta,negligible,no
hedge_E_count,covid,face_masks,FAVOR,target,0.407,0.4612,0.3235,0.1382,medium,negligible,False,Cliff's delta,negligible,no
hedge_I_count,covid,face_masks,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,covid,face_masks,FAVOR,target,0.0828,0.2623,0.4967,0.1579,medium,small,False,Cliff's delta,small,no
C_ratio,covid,face_masks,FAVOR,target,0.8882,0.9725,0.0722,-0.0132,small,negligible,False,Cliff's delta,negligible,no
D_ratio,covid,face_masks,FAVOR,target,0.3506,0.1443,-0.6682,-0.125,medium,negligible,False,Cliff's delta,negligible,no
E_ratio,covid,face_masks,FAVOR,target,0.7773,0.5843,-0.1665,0.1053,small,negligible,False,Cliff's delta,negligible,no
I_ratio,covid,face_masks,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
N_ratio,covid,face_masks,FAVOR,target,0.0851,0.2632,0.4927,0.1579,medium,small,False,Cliff's delta,small,no
word_count,covid,fauci,AGAINST,target,0.2641,0.2033,-0.4918,-0.3,medium,small,True,Cohen's d,medium,no
sentence_count,covid,fauci,AGAINST,target,0.5368,0.4822,-0.2631,-0.1583,small,small,False,Cliff's delta,small,no
avg_word_length,covid,fauci,AGAINST,target,0.3924,0.1912,-0.3798,-0.3083,medium,small,True,Cohen's d,medium,no
std_word_length,covid,fauci,AGAINST,target,0.3067,0.1193,-0.5185,-0.3667,medium,medium,False,Cliff's delta,medium,no
type_token_ratio,covid,fauci,AGAINST,target,0.0287,0.0187,1.1268,0.55,large,large,False,Cliff's delta,large,yes
hapax_legomena,covid,fauci,AGAINST,target,0.0211,0.017,1.0357,0.5583,large,large,True,Cohen's d,large,yes
stopword_ratio,covid,fauci,AGAINST,target,0.8463,0.6804,0.0963,0.1,small,negligible,False,Cliff's delta,negligible,no
punctuation_density,covid,fauci,AGAINST,target,0.3976,0.3705,-0.3611,-0.2125,medium,small,True,Cohen's d,medium,no
noun_ratio,covid,fauci,AGAINST,target,0.5747,0.6159,-0.3388,-0.1208,medium,negligible,True,Cohen's d,medium,no
verb_ratio,covid,fauci,AGAINST,target,0.8348,0.9287,0.0916,0.025,small,negligible,True,Cohen's d,small,no
adj_ratio,covid,fauci,AGAINST,target,0.5782,0.7066,0.1853,0.0917,small,negligible,False,Cliff's delta,negligible,no
adv_ratio,covid,fauci,AGAINST,target,0.3803,0.4376,0.2933,0.1792,small,small,False,Cliff's delta,small,no
pronoun_ratio,covid,fauci,AGAINST,target,0.4915,0.4277,0.3049,0.1875,medium,small,True,Cohen's d,medium,no
avg_dependency_depth,covid,fauci,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,covid,fauci,AGAINST,target,0.7626,0.7744,-0.1468,-0.0708,small,negligible,False,Cliff's delta,negligible,no
punctuation_usage,covid,fauci,AGAINST,target,0.5018,0.4848,0.2819,0.1667,small,small,True,Cohen's d,small,no
readability_score,covid,fauci,AGAINST,target,0.4323,0.1516,-0.347,-0.3375,medium,medium,True,Cohen's d,medium,no
sentence_length_variation,covid,fauci,AGAINST,target,0.4093,0.3964,-0.3678,-0.2,medium,small,False,Cliff's delta,small,no
subordinate_clause_ratio,covid,fauci,AGAINST,target,0.3379,0.3953,0.3338,0.1958,medium,small,False,Cliff's delta,small,no
sentiment_polarity,covid,fauci,AGAINST,target,0.3663,0.9711,-0.2902,0.0125,small,negligible,False,Cliff's delta,negligible,no
sentiment_subjectivity,covid,fauci,AGAINST,target,0.2461,0.2092,-0.3019,-0.2917,medium,small,False,Cliff's delta,small,no
anger,covid,fauci,AGAINST,target,0.0208,0.0256,0.798,0.5167,large,large,False,Cliff's delta,large,yes
joy,covid,fauci,AGAINST,target,0.064,0.1123,0.3945,0.375,medium,medium,False,Cliff's delta,medium,no
fear,covid,fauci,AGAINST,target,0.0905,0.07,-0.8234,-0.425,large,medium,False,Cliff's delta,medium,no
sadness,covid,fauci,AGAINST,target,0.9771,0.7387,-0.0117,0.0833,small,negligible,False,Cliff's delta,negligible,no
disgust,covid,fauci,AGAINST,target,0.3386,0.6605,0.1982,0.1083,small,negligible,False,Cliff's delta,negligible,no
surprise,covid,fauci,AGAINST,target,0.8103,0.1395,-0.1292,0.35,small,medium,False,Cliff's delta,medium,no
certainty_adverbs_count,covid,fauci,AGAINST,target,0.6314,0.7773,0.1624,0.0458,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,covid,fauci,AGAINST,target,0.7863,0.8668,0.1044,0.0375,small,negligible,False,Cliff's delta,negligible,no
certainty_adjectives_count,covid,fauci,AGAINST,target,0.6314,0.7773,0.1624,0.0458,small,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,covid,fauci,AGAINST,target,0.5438,0.5565,0.2406,0.1167,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,covid,fauci,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
doubt_adjectives_count,covid,fauci,AGAINST,target,0.0831,0.3782,0.3651,0.1,medium,negligible,False,Cliff's delta,negligible,no
hedges_score,covid,fauci,AGAINST,target,0.889,0.9464,-0.0603,-0.0125,small,negligible,False,Cliff's delta,negligible,no
hedge_C_count,covid,fauci,AGAINST,target,0.3034,0.2821,-0.4149,-0.2542,medium,small,False,Cliff's delta,small,no
hedge_D_count,covid,fauci,AGAINST,target,0.4987,0.3312,-0.4053,-0.0917,medium,negligible,False,Cliff's delta,negligible,no
hedge_E_count,covid,fauci,AGAINST,target,0.3256,0.6514,0.2034,0.0333,small,negligible,False,Cliff's delta,negligible,no
hedge_I_count,covid,fauci,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,covid,fauci,AGAINST,target,0.3256,0.6514,0.2034,0.0333,small,negligible,False,Cliff's delta,negligible,no
C_ratio,covid,fauci,AGAINST,target,0.958,0.8931,0.0205,0.0208,small,negligible,False,Cliff's delta,negligible,no
D_ratio,covid,fauci,AGAINST,target,0.4393,0.3089,-0.5513,-0.0958,medium,negligible,False,Cliff's delta,negligible,no
